id,createdAt,fullName,userName,profileImage,fullText,replyTo,lang,quoteCount,retweetCount,replyCount,likeCount,viewCount,sentimentLabel1,sentimentLabel2
1772945117516571098,2024-03-27 11:13:50+00:00,Ahmed,Ahmedali7104,https://pbs.twimg.com/profile_images/1739226705561284609/0H9AxwbB_normal.jpg,@nytimes Updates,1772931578835939531,en,0,0,0,0,270,,
1772942184456614094,2024-03-27 11:02:11+00:00,Sp4rks A Flying,Sp4rksaflyin,https://pbs.twimg.com/profile_images/1721006426867331072/uQdxpf0N_normal.jpg,"@nytimes Well, your genius Biden and company won't allow mining, but want all EVs. Batteries don't grow on trees....",1772931578835939531,en,0,0,1,4,16,,
1772941783023960381,2024-03-27 11:00:35+00:00,Nathan Smith 🇦🇺 🇨🇦,Nathan_SmithAu,https://pbs.twimg.com/profile_images/824957155597901824/ZfyaIfj-_normal.jpg,"@nytimes Only the left could decree that climate change is going to kill us all and relentlessly attack the person who has done the most in history to transition away from fossil fuels

You lefties will find any reason to criticize the guy after he stood up to the far left.",1772931578835939531,en,0,0,0,2,8,,
1772941452978594035,2024-03-27 10:59:16+00:00,Stella Patchouli,StellaPatch,https://pbs.twimg.com/profile_images/1753979397013749760/3suGKKpq_normal.jpg,@nytimes He renamed Twitter as Xii or X withhout ii!😜🤣,1772931578835939531,en,0,0,0,3,86,,
1772941281930387664,2024-03-27 10:58:35+00:00,Abe Broker,BrokerAbe,https://pbs.twimg.com/profile_images/1736380486128107520/JbZvk1rd_normal.jpg,"@nytimes He gets scrutiny because he bought Twitter and ended the censorship by the sociopathic leftists running the censorship industrial complex.

How come you don't mention the CEOs of every other manufacturing and tech company?

Because you peddle fake news.",1772931578835939531,en,0,0,0,1,6,,
1772941178226266250,2024-03-27 10:58:11+00:00,For Faux Sake,JakeThe53997336,https://pbs.twimg.com/profile_images/1525122927842185216/TeSx4W6k_normal.jpg,@nytimes He's been a complete fraud his whole career.,1772931578835939531,en,0,0,0,1,65,,
1772940429366870284,2024-03-27 10:55:12+00:00,Bidesian Fauxconomics,thefarcentrist,https://pbs.twimg.com/profile_images/1666228337692532736/_oO9NzkH_normal.jpg,"@nytimes Elon uses China for some of his manufacturing like every other US company.

Scrutinizing Musk is like “randomly bag checking” the Pakistani guy in the airport",1772931578835939531,en,0,0,0,1,17,,
1772937556318929170,2024-03-27 10:43:47+00:00,sk_kumar,skkumar29716363,https://pbs.twimg.com/profile_images/1704693386035527680/qSgd0oHC_normal.jpg,@nytimes @elonmusk they trying to tickle you,1772931578835939531,en,0,0,0,2,85,,
1772936591259967637,2024-03-27 10:39:57+00:00,Bettina Pratt,63_American,https://pbs.twimg.com/profile_images/1746506682367164416/81mCmw1r_normal.jpg,"@nytimes This isn’t a good look for Musk and this will certainly hurt him where it counts, just saying!",1772931578835939531,en,0,0,0,3,141,,
1772933907203153996,2024-03-27 10:29:17+00:00,SS3,HongKongCountry,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"@nytimes China Criminal Party needs an American vehicle maker and provides Telsa with everything FREE including the land, plant, loans and the Chinese market.",1772931578835939531,en,0,1,0,4,19,,
1772933805872935079,2024-03-27 10:28:53+00:00,A_G1RL,TheA_G1RL,https://pbs.twimg.com/profile_images/1762387343221399552/IjcYzBj3_normal.jpg,@nytimes Snore.  Y'all talk about global economics then try to get people mad at those that actually do it.  Such a mockingbird move.,1772931578835939531,en,0,0,0,1,9,,
1772933668916404635,2024-03-27 10:28:20+00:00,6ft_+,luckyeaf,https://pbs.twimg.com/profile_images/1732834524726231040/YKDWAW99_normal.jpg,@nytimes West aren't giving what china offers,1772931578835939531,en,0,0,0,3,138,,
1772932948821426402,2024-03-27 10:25:29+00:00,H3lls💀G@t3,ackerman_jos,https://pbs.twimg.com/profile_images/1720858000141717504/YbwJujVJ_normal.jpg,@nytimes US will hurt it's own industries with their obsession with China.,1772931578835939531,en,0,0,0,1,2,,
1772932914474360899,2024-03-27 10:25:20+00:00,Dog Fanatic,DogFanatic101,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,@nytimes Wait. I thought that was Elaine from Seinfeld,1772931578835939531,en,0,0,0,2,210,,
1772932903627866223,2024-03-27 10:25:18+00:00,Fatima khanam,fatimakhanam33,https://pbs.twimg.com/profile_images/1769206115361771520/Ti_H4pkF_normal.jpg,@nytimes Haha Chinese will show him their real face 🤣,1772931578835939531,en,0,0,1,6,138,,
1772932728616255540,2024-03-27 10:24:36+00:00,Julio the guard donkey ✌🏽 🇺🇸🌻,DonkeyJulio,https://pbs.twimg.com/profile_images/1542925085920661504/p5gU_gF3_normal.jpg,@nytimes Elon Musk is one of those people who doesn’t deserve the spotlight he craves. Rich guy from taking credit from other people’s work.,1772931578835939531,en,0,0,1,2,29,,
1772932392472150458,2024-03-27 10:23:16+00:00,Dabar,dabar00,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"@nytimes Sadly the Chinese Communist Party is manufacturing EVs in Mexico and plans to dump in US in order to put US Automobile worker out of job.

Trump says ""Tax them at 100% and stop UA Auto Bloodshed.""",1772931578835939531,en,0,0,0,4,11,,
1772932191288222145,2024-03-27 10:22:28+00:00,US Media Are Propagandists,UsPropagandists,https://pbs.twimg.com/profile_images/1683328184773931010/PfXlWagg_normal.jpg,@nytimes Um… ALL EVs rely on China 🤷‍♀️,1772931578835939531,en,0,0,0,6,228,,
1772932187689472430,2024-03-27 10:22:27+00:00,Asaneet Yadav,AsaneetY,https://pbs.twimg.com/profile_images/1642028431314673665/j_LFczKH_normal.jpg,@nytimes Indian Wale like karo,1772931578835939531,en,0,0,0,3,175,,
1772931981317226740,2024-03-27 10:21:38+00:00,Lisa Robertson,sugarbritches09,https://pbs.twimg.com/profile_images/1723177351897300992/9R97gSHg_normal.jpg,@nytimes You guys hate him because he isn't part of your lefty cult. 🤣,1772931578835939531,en,0,0,0,3,10,,
1772931788295352750,2024-03-27 10:20:52+00:00,Fatima Khan,FatimaKhan47025,https://pbs.twimg.com/profile_images/1756550594477629440/-46Uz3Bx_normal.jpg,@nytimes Hope! The problems will be tackled,1772931578835939531,en,0,0,0,5,144,,
1773019803466276977,2024-03-27 16:10:36+00:00,Blicky Blicardo,RICwithnoK,https://pbs.twimg.com/profile_images/1485109412687712256/Ws_9Nn1Y_normal.jpg,"@nytimes Woah, China has access to Tesla? Time to shut them down for American safety",1772883760859496833,en,0,0,0,2,8,,
1772918291050176683,2024-03-27 09:27:14+00:00,JustWatching,JustWat73716384,https://pbs.twimg.com/profile_images/1354227885876387840/i6FCKCk7_normal.jpg,@nytimes And he is funded by American tax dollars. Defund Elon!,1772883760859496833,en,0,0,0,2,13,,
1772904457421963696,2024-03-27 08:32:16+00:00,Brendan Delgado,BrendanHtDelag,https://pbs.twimg.com/profile_images/1708918584808783873/DUHTnqj6_normal.jpg,"@nytimes Absolutely! It's amazing to see how Tesla and China have collaborated and contributed to each other's success. However, it's important for Elon Musk to maintain a balance and not become overly reliant on one country.",1772883760859496833,en,0,0,0,2,93,,
1772896844298735938,2024-03-27 08:02:01+00:00,birdie,bluebirdman69,https://pbs.twimg.com/profile_images/553830785656975360/1dSglWt8_normal.jpeg,@nytimes A business relationship is a 2 way street. U don't take every thing and then dump your partner  afterwards. This type of zero sum thinking is why no one can work with murica now,1772883760859496833,en,0,0,0,2,83,,
1772896062295961901,2024-03-27 07:58:54+00:00,Stevie Rose,Steve9092354823,https://pbs.twimg.com/profile_images/1768481074147889152/i-n1V5KB_normal.jpg,"@nytimes He’ll turn out to be a traitor ironically. Plus, DEI is the new N word and he uses it an awful lot. He’s a terrible Boer and he’s only brought division. Wish he’d go home.",1772883760859496833,en,0,0,0,1,11,,
1772891668431143006,2024-03-27 07:41:27+00:00,279,JasmyPromoter,https://pbs.twimg.com/profile_images/1694260604931043328/-ac9MMuB_normal.jpg,@nytimes 👍😳 😬 Thanks,1772883760859496833,en,0,0,0,4,270,,
1772889471266041950,2024-03-27 07:32:43+00:00,P.T.,pault_007,https://pbs.twimg.com/profile_images/1771757372244942848/i4UruyE0_normal.jpg,@nytimes Don't buy a Tesla https://t.co/apKEzq1kjt,1772883760859496833,en,0,0,0,2,9,,
1772887743309209754,2024-03-27 07:25:51+00:00,Brownshugar05🕊️,BarcaLakers05,https://pbs.twimg.com/profile_images/1768951007025778688/lEJrBbqw_normal.jpg,@nytimes But your president son was getting paid by china and y'all said it was a lie,1772883760859496833,en,0,0,0,4,125,,
1772886510364230026,2024-03-27 07:20:57+00:00,Usagi,Beehave99,https://pbs.twimg.com/profile_images/1745717118882963456/GvDXyts5_normal.jpg,"It also means that vehicles built there are a huge security risk, and I wouldn't touch one with a bargepole.",,en,0,0,0,0,50,,
1772883760859496833,2024-03-27 07:10:01+00:00,The New York Times,nytimes,https://pbs.twimg.com/profile_images/1098244578472280064/gjkVMelR_normal.png,"Tesla and China built a symbiotic relationship, with credits, workers and parts that made Elon Musk ultrarich. Now, his reliance on the country may give Beijing leverage. https://t.co/snQASuAT17",,en,5,26,60,106,99356,,
1772885969227973057,2024-03-27 07:18:48+00:00,Salty Whaler,VanHels37359867,https://pbs.twimg.com/profile_images/1707125178399125504/-Okcstdr_normal.jpg,"@nytimes #Wordle 1,012 6/6
⬜🟨⬜⬜⬜
⬜⬜🟩🟩⬜
⬜⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟨⬜🟨⬜🟨
🟩🟩🟩🟩🟩 
Democrats are destroying America's cities. Homelessness and crime are rampant and the public schools teach children woke nonsense.",1772883760859496833,en,0,0,0,1,26,,
1772884661154312350,2024-03-27 07:13:36+00:00,Raja Amir Official,aamir_3444,https://pbs.twimg.com/profile_images/1733079233344266240/Kstb8n8G_normal.jpg,"Elon Musk's reliance on China for credits, workers, and parts has undoubtedly contributed to his immense wealth. However, this symbiotic relationship also leaves him vulnerable to Beijing's influence, potentially giving them leverage over Tesla's operations. It's a complex dynamic where economic success intersects with geopolitical risks, highlighting the intricacies of global business in the 21st century.",1772883760859496833,en,0,1,1,3,384,,
1772884474293833974,2024-03-27 07:12:51+00:00,Evans De 1st,DeToxic_1,https://pbs.twimg.com/profile_images/1681675128814333955/HiFCv1GN_normal.jpg,@nytimes Baseless speculation aimed at creating panic.,1772883760859496833,en,0,0,0,3,186,,
1772884337937064142,2024-03-27 07:12:19+00:00,Dumb Alpha,dumbalpha_,https://pbs.twimg.com/profile_images/1606108954404261895/ugsJ3BSK_normal.jpg,"@nytimes Elon bitching about the NYT in 3,2,1…",1772883760859496833,en,0,0,0,3,16,,
1772884302390317304,2024-03-27 07:12:10+00:00,$25 mil,robbanks0612,https://pbs.twimg.com/profile_images/1772574598472540160/OdU9BUh6_normal.jpg,"@nytimes @elonmusk 

You are a scum bag.",1772883760859496833,en,0,0,0,5,15,,
1772883939738230788,2024-03-27 07:10:44+00:00,Fatima Khan,FatimaKhan47025,https://pbs.twimg.com/profile_images/1756550594477629440/-46Uz3Bx_normal.jpg,@nytimes Interesting,1772883760859496833,en,0,0,0,5,354,,
1773233852435062791,2024-03-28 06:21:10+00:00,Ian Chaffee ❎,ianchaffee,https://pbs.twimg.com/profile_images/1762568120173305856/2jPwwIY8_normal.jpg,@guardiannews Concerning! @elonmusk,1772682700656349647,en,0,0,0,0,6,,
1773044529676914691,2024-03-27 17:48:52+00:00,Cindiew,cindiew,https://pbs.twimg.com/profile_images/1603171925483614208/E7Souatw_normal.jpg,"@guardiannews Lol, try harder!",1772682700656349647,en,0,0,0,0,5,,
1773044282242338992,2024-03-27 17:47:53+00:00,NO MASK,NOMASK11861540,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,@elonmusk this needs a community note.,,en,0,0,0,0,2,,
1772682700656349647,2024-03-26 17:51:05+00:00,Guardian news,guardiannews,https://pbs.twimg.com/profile_images/1061915596328263680/EcBjYl5z_normal.jpg,Twitter usage in US ‘fallen by a fifth’ since Elon Musk’s takeover https://t.co/Z9OuFuVNb4,,en,9,74,63,171,25397,,
1773005449895313637,2024-03-27 15:13:34+00:00,Gleb Bahmutov,bahmutov,https://pbs.twimg.com/profile_images/1174504746079539200/_4b6M7Jw_normal.png,@WhiteRabbitSoul @guardiannews Troll. Block,1772704960699834674,en,0,0,0,0,4,,
1773005397088997634,2024-03-27 15:13:22+00:00,Gleb Bahmutov,bahmutov,https://pbs.twimg.com/profile_images/1174504746079539200/_4b6M7Jw_normal.png,@andyblueskyz @guardiannews Troll. Block,1772737315388997895,en,0,0,0,0,4,,
1773005108806087064,2024-03-27 15:12:13+00:00,Gleb Bahmutov,bahmutov,https://pbs.twimg.com/profile_images/1174504746079539200/_4b6M7Jw_normal.png,@lavvspan @guardiannews @nickhedley Blue check. Block,1772965291372286204,en,0,0,0,0,4,,
1773005037733560596,2024-03-27 15:11:56+00:00,Gleb Bahmutov,bahmutov,https://pbs.twimg.com/profile_images/1174504746079539200/_4b6M7Jw_normal.png,@global13news @guardiannews Blue check. Block,1772692424336211984,en,0,0,0,0,3,,
1773004981504708673,2024-03-27 15:11:43+00:00,Gleb Bahmutov,bahmutov,https://pbs.twimg.com/profile_images/1174504746079539200/_4b6M7Jw_normal.png,@hackettholistic @guardiannews Blue check. Block,1772760403652587548,en,0,0,0,0,3,,
1773004790584188968,2024-03-27 15:10:57+00:00,Gleb Bahmutov,bahmutov,https://pbs.twimg.com/profile_images/1174504746079539200/_4b6M7Jw_normal.png,@BryanTiller23 @guardiannews Blue check. Block,1772693886156095909,en,0,0,0,0,3,,
1773004752512585738,2024-03-27 15:10:48+00:00,Gleb Bahmutov,bahmutov,https://pbs.twimg.com/profile_images/1174504746079539200/_4b6M7Jw_normal.png,@F__Peladeau @guardiannews Blue check. Block,1772711571589881950,en,0,0,0,0,3,,
1772977447878721832,2024-03-27 13:22:18+00:00,Paul Richards - ask412,ask412,https://pbs.twimg.com/profile_images/494293418848174080/3asbyIuM_normal.jpeg,"@guardiannews Good. 
Because X, formerly twitter, was infested with individuals and groups on;   

THE POINT OF NO RETURN   

and an inane number of scam ads.

https://t.co/9WD3trnHj3 https://t.co/ToAtdsmL5T",1772682700656349647,en,0,0,0,0,6,,
1772965291372286204,2024-03-27 12:34:00+00:00,Luis A. Vegas Vicentini,lavvspan,https://pbs.twimg.com/profile_images/1771130096285274112/FrRcUhEb_normal.jpg,"@guardiannews @nickhedley I actually like the platform much better than before, censorship has significantly decreased, but X does still have a extremely high bot problem to deal with, specially from MAGA, Russian and other tyrannical governments.",1772682700656349647,en,0,0,1,1,25,,
1772959302291968195,2024-03-27 12:10:12+00:00,Scott,minimeadow,https://pbs.twimg.com/profile_images/1220559874695868420/iqzeH2tK_normal.jpg,@GenePavlova @guardiannews There are more fake accounts than ever.,1772717872898609552,en,0,0,0,0,6,,
1772959182745964945,2024-03-27 12:09:43+00:00,ctsbillc,ctsbillc,https://pbs.twimg.com/profile_images/1585996210162520064/LkwFVYmK_normal.jpg,"@guardiannews At least X has quality users now.

https://t.co/wESrc8sLl3",1772682700656349647,en,0,0,0,0,6,,
1772958711595594087,2024-03-27 12:07:51+00:00,Scott,minimeadow,https://pbs.twimg.com/profile_images/1220559874695868420/iqzeH2tK_normal.jpg,"@guardiannews @nickhedley Does that include all the attractive young women who joined in the last few months, have seven followers, and like all of my posts?  Because if you take them out, it’s probably fallen by more than a fifth.",1772682700656349647,en,0,0,0,1,18,,
1772953537879613580,2024-03-27 11:47:17+00:00,Spacedoot,Spacedoot1,https://pbs.twimg.com/profile_images/1494060038515789835/g7nfZEVC_normal.jpg,"@guardiannews He deleted bots, shills and child porn accounts.",1772682700656349647,en,0,0,0,0,17,,
1772835918141124777,2024-03-27 03:59:55+00:00,name cannot be blank,mattfurner68,https://pbs.twimg.com/profile_images/1660609920394469378/qbOGnlnJ_normal.jpg,"@guardiannews The 5th that have gone were probably all the FBI/CIA/NSA/pick-your-acronym accounts that were there to monitor shit &amp; push narratives 😂 Anyway, how's legacy media doing these days?",1772682700656349647,en,0,0,0,1,32,,
1772803837625032733,2024-03-27 01:52:26+00:00,Stacy Nguyen,Stacy_Nguyen_,https://pbs.twimg.com/profile_images/1007347214195101696/w563DiCV_normal.jpg,@guardiannews Very generous assessment.,1772682700656349647,en,0,0,0,0,47,,
1772761088217718826,2024-03-26 23:02:34+00:00,Private Eye Lettuce,Ironicicle,https://pbs.twimg.com/profile_images/1106058693936844801/VoTsvNOA_normal.jpg,@PhilmoreRobert @guardiannews How many are real?,1772759270972649960,en,0,0,0,4,9,,
1772760403652587548,2024-03-26 22:59:51+00:00,DrTracy,hackettholistic,https://pbs.twimg.com/profile_images/1600217995053305888/erO9pqUX_normal.jpg,"@guardiannews That was just the bot clean up and the ""fact checkers"".",1772682700656349647,en,0,0,1,1,95,,
1772755012009029991,2024-03-26 22:38:25+00:00,CMAB,carmen_aldecoa,https://pbs.twimg.com/profile_images/1750971846369914880/dfuSbRST_normal.jpg,@guardiannews Or fake accounts disappearing?,1772682700656349647,en,0,0,0,0,5,,
1772753551791415769,2024-03-26 22:32:37+00:00,Matt,mmazechaz,https://pbs.twimg.com/profile_images/1714730228226945024/hpJSoXHc_normal.jpg,Garbage news continuing false narratives supporting the MSM,,en,0,1,0,1,13,,
1772682700656349647,2024-03-26 17:51:05+00:00,Guardian news,guardiannews,https://pbs.twimg.com/profile_images/1061915596328263680/EcBjYl5z_normal.jpg,Twitter usage in US ‘fallen by a fifth’ since Elon Musk’s takeover https://t.co/Z9OuFuVNb4,,en,9,74,63,171,25398,,
1772751552584786081,2024-03-26 22:24:40+00:00,Traci DeFazio 🇺🇸🇺🇦🟧,jakeandikesmom,https://pbs.twimg.com/profile_images/1309184499331280897/qE_RLhLr_normal.jpg,@guardiannews No wonder. It's 4chan on steroids.,1772682700656349647,en,0,0,0,0,46,,
1772751442765283759,2024-03-26 22:24:14+00:00,Mickey Keith,mickey_keith,https://pbs.twimg.com/profile_images/919617565831266304/2Vt70whs_normal.jpg,@guardiannews Bots paid shills and Feds … Buh bye.,1772682700656349647,en,0,0,0,1,1,,
1772746597597937943,2024-03-26 22:04:59+00:00,World News,global13news,https://pbs.twimg.com/profile_images/1703574598145720320/QaOBV2Qu_normal.jpg,"""So be quiet"" 🤣 Been to China, pretty awesome actually. You should see how far money stretches there. Not to mention the safety. As for speech, sure its not a great idea to criticize Chairman Xi nor the Central Government but everything else is fair play. For example, it is ok to assume(as we-humans- have for millennia) that a man is a man and a woman is a woman without being found guilty of hate-speech. If your ideas(socially) can not stand criticism, then they can't be very good ideas. As for governance...My favorite leaders include Aurelius, Qin Shi Huang, Henry II, Louis XIV, Frederick I & II. None of which tolerated criticism of their governance(The average man does not understand, to any extent, the nature and dynamics of statecraft.) I am sure Hamilton said something similar, no?🤔 Stateside the law of the land is 1A, and, as they say, ""When in Rome""🤣",1772740442334871827,en,0,0,0,0,8,,
1772740442334871827,2024-03-26 21:40:32+00:00,☺️,anti_grift,https://pbs.twimg.com/profile_images/1663488573390069760/sqcbVlJN_normal.jpg,"@global13news @kahuna390 @guardiannews If you are from the U.S., you never experienced censorship, so be quiet. Move to Russia or China to get a glimpse of censorship. You sit in your armchair and complain about things you neither understand nor you experienced before",1772734820805759060,en,0,0,1,0,17,,
1772737315388997895,2024-03-26 21:28:06+00:00,Andy Culture - Character - Attitude,andyblueskyz,https://pbs.twimg.com/profile_images/1072201251939590146/MkdvnaE5_normal.jpg,@guardiannews Fakenews Guardian,1772682700656349647,en,0,0,1,0,23,,
1772734820805759060,2024-03-26 21:18:11+00:00,World News,global13news,https://pbs.twimg.com/profile_images/1703574598145720320/QaOBV2Qu_normal.jpg,@anti_grift @kahuna390 @guardiannews And not everybody lives in censorship central either 🤡,1772729854640767429,en,0,0,1,0,16,,
1772734819711033601,2024-03-26 21:18:11+00:00,Chris Smith 🇮🇲,spy_historian,https://pbs.twimg.com/profile_images/1164861223084670981/yWN_Z3GK_normal.jpg,Is this taking the sea of pornbots into account?,,en,0,1,2,3,293,,
1772734069383536845,2024-03-26 21:15:12+00:00,World News,global13news,https://pbs.twimg.com/profile_images/1703574598145720320/QaOBV2Qu_normal.jpg,@kokotheflegger @guardiannews Rubles🤣 If it were rubles it think it would be more than a few. Dollars for me bud.,1772726771575562460,en,0,0,0,0,6,,
1772729854640767429,2024-03-26 20:58:27+00:00,☺️,anti_grift,https://pbs.twimg.com/profile_images/1663488573390069760/sqcbVlJN_normal.jpg,@global13news @kahuna390 @guardiannews Not everyone lives in conspiracy central,1772709850637590549,en,0,0,1,0,19,,
1772728495979864108,2024-03-26 20:53:03+00:00,JR. “Remy” Remey,remey_jr90180,https://pbs.twimg.com/profile_images/1637915552495828992/Ef67ek6V_normal.png,@guardiannews Why did he remove all the bots,1772682700656349647,en,0,0,0,0,4,,
1772726771575562460,2024-03-26 20:46:12+00:00,Koko the Gorilla,kokotheflegger,https://pbs.twimg.com/profile_images/1477022699595644934/de4mkXij_normal.jpg,"@global13news @guardiannews over 1m followers and you get a blue tick for free, only 999,837 to go and you'll be able to save yourself a few bucks/rubles",1772720058944380989,en,0,0,1,0,89,,
1772726302945996913,2024-03-26 20:44:20+00:00,Private Eye Lettuce,Ironicicle,https://pbs.twimg.com/profile_images/1106058693936844801/VoTsvNOA_normal.jpg,@guardiannews It's higher,1772682700656349647,en,0,0,1,0,86,,
1772721703375802640,2024-03-26 20:26:04+00:00,Alexandria the Scot.,SandraToFriends,https://pbs.twimg.com/profile_images/1771219591731073024/ydFhjKcu_normal.jpg,Ohhhh I wonder why ....,,en,0,2,0,7,228,,
1772720058944380989,2024-03-26 20:19:32+00:00,World News,global13news,https://pbs.twimg.com/profile_images/1703574598145720320/QaOBV2Qu_normal.jpg,"@kokotheflegger @guardiannews I doubt theirs is free, but thanks for checking out my humble profile🫶 https://t.co/UdhplXNR0d",1772712731189080349,en,0,0,1,0,12,,
1772718497115591062,2024-03-26 20:13:19+00:00,TimP,timpembers,https://pbs.twimg.com/profile_images/378800000231553359/b35058bca3f22f9c34b4b7bcd5e33114_normal.jpeg,@guardiannews I would think it would be lower than that. Interesting to see what the time spent on app was now (down) and how much ad revenue is down (80% at a guess) and ad brand count (down too without a doubt). New record on how to destroy a company’s value…,1772682700656349647,en,0,0,0,0,120,,
1772718193435385981,2024-03-26 20:12:07+00:00,Placebokarl🌸,placebokarl,https://pbs.twimg.com/profile_images/1074540217262997504/1RFyntAR_normal.jpg,@guardiannews Boys?,1772682700656349647,en,0,0,0,0,34,,
1772717872898609552,2024-03-26 20:10:51+00:00,Gene Pavlova,GenePavlova,https://pbs.twimg.com/profile_images/1769813162046767104/DRnAwjfq_normal.png,Or is it that Elon has just cleared out all those fake accounts?,1772682700656349647,en,0,0,1,3,154,,
1772717028773601632,2024-03-26 20:07:29+00:00,Igbinoghene Osagie,Mr_Oh_Jay,https://pbs.twimg.com/profile_images/1485284356411248643/f525MmSB_normal.jpg,@guardiannews 😂🤣😂😂😆 you meant to say MSM like yours????,1772682700656349647,en,0,0,0,0,58,,
1772715922345594994,2024-03-26 20:03:06+00:00,Mircea Samuel Voicu 🇬🇧🇮🇹🇷🇴,VoicuSamuel,https://pbs.twimg.com/profile_images/1519404197753634819/vD5eMxgl_normal.jpg,@guardiannews I am here becoause of him.,1772682700656349647,en,0,0,0,0,55,,
1772715914267357338,2024-03-26 20:03:04+00:00,Luke Johnstone,Lukestonehm,https://pbs.twimg.com/profile_images/1727776283273093120/rTlCjMrl_normal.jpg,"@kahuna390 @pascarey90 @guardiannews @elonmusk yeah but if you read the 'article' it's like all social medias have experienced a drop, but actually X did pretty fine globally when compared to the others. 

It's a clickbait headline.",1772709705380462622,en,0,0,0,0,18,,
1772713766091710588,2024-03-26 19:54:31+00:00,Safina صفینا,Safinasayss,https://pbs.twimg.com/profile_images/1745981638360596480/BphNWVRw_normal.jpg,@guardiannews Twitter is also controlled and not entirely free speech platform but I am enjoying MSM throwing fits over its existence because no one gives a fk about MSM anymore.,1772682700656349647,en,0,1,0,1,24,,
1772712731189080349,2024-03-26 19:50:25+00:00,Koko the Gorilla,kokotheflegger,https://pbs.twimg.com/profile_images/1477022699595644934/de4mkXij_normal.jpg,"@global13news @guardiannews The Guardian has 3.9m followers, their blue tick is free. You on the other hand, with your 163 followers have paid for yours",1772692424336211984,en,0,0,1,0,16,,
1772712503056715899,2024-03-26 19:49:30+00:00,John Gorman,jocky300,https://pbs.twimg.com/profile_images/1343276714928041984/xa67alz1_normal.jpg,@guardiannews It's like you're not even trying. If the only point of these articles is click farming and not any attempt at being within a mile of the truth why bother even calling yourself a paper?,1772682700656349647,en,0,0,0,0,10,,
