id,createdAt,userName,fullText,replyTo,lang,quoteCount,retweetCount,replyCount,retweetCount,likeCount
1764944760777687064,Tue Mar 05 09:23:16 +0000 2024,Danny_P_100,"@elonmusk You called it Mr Musk, if 1% of those people (not including the other immigrants) are terrorists, that’s 3,200 of them now in the US. We have the same problem in the UK. Something bad is going to happen soon. I hope not, I really do.",1764885292199063590,en,0,0,0,0,0
1764944759502909845,Tue Mar 05 09:23:16 +0000 2024,NoContextAus,@radmunkie @TheRabbitHole84 @elonmusk https://t.co/eSCavNAwIE.,1764883910830506258,qme,0,0,0,0,0
1764944759259386140,Tue Mar 05 09:23:16 +0000 2024,exwaiizedd,@MULABETTING Mount Elon musk till kingdom come.,1764944598143512627,en,0,0,0,0,0
1764944755606135107,Tue Mar 05 09:23:15 +0000 2024,JudeNdagga,@_muhacodes @Chesschick01 @JonasVesterberg @elonmusk The usual suspects.,1764917587949809969,en,0,0,0,0,0
1764944754264154290,Tue Mar 05 09:23:15 +0000 2024,kks202101,"@elonmusk To fix this they need to start with      ""letting go"" DEI folks !!.",1764857568952766693,en,0,0,0,0,0
1764944751315325079,Tue Mar 05 09:23:14 +0000 2024,VitaStatera,"@elonmusk Civilunrest (war) to come and break the US republick, CA and NY to lead the sosialist break out. Florida an Texas to head the other way for those who want fredom to survive.",1764885292199063590,en,0,0,0,0,0
1764944749084000752,Tue Mar 05 09:23:13 +0000 2024,Pirat_Manu,@elonmusk Psps last week i bought gtavi 😂😂😂 who is waiting for gta6?.,1764861422821949656,en,0,0,0,0,0
1764944746487640503,Tue Mar 05 09:23:13 +0000 2024,tpAc1MJm34SL3J0,"@elonmusk Left doesn't care about a billionaire to get a shield, only cares about the rights of his workers 'rights.",1764861422821949656,en,0,0,0,0,0
1764944744239743369,Tue Mar 05 09:23:12 +0000 2024,Spicer7355J,@elonmusk @SpaceX @Space_Station It is the Year of the Dragon. Can we build a Starbase in Africa please next? 🎈.,1764907514204737731,en,0,0,0,0,0
1764944744218538370,Tue Mar 05 09:23:12 +0000 2024,Collect47,@elonmusk Current AI is a fourth grade student using google to please his woke teacher. And getting an A from shim.,1764857568952766693,en,0,0,0,0,0
1764944741639262577,Tue Mar 05 09:23:12 +0000 2024,PavanaputraH,@elonmusk They just want the Trump administration to be doing the cleaning work the whole of his 4 yr term &amp; not do anything else for the betterment of USA.,1764885292199063590,en,0,0,0,0,0
1764944741534216600,Tue Mar 05 09:23:12 +0000 2024,Ansch55,@KeithWoodsYT @elonmusk so you basically did nothing.,1764823809041776889,en,0,0,0,0,0
1764944738908516839,Tue Mar 05 09:23:11 +0000 2024,Baldyfartypants,@elonmusk @SpaceX @Space_Station 😂.,1764907514204737731,qme,0,0,0,0,0
1764944737805463804,Tue Mar 05 09:23:11 +0000 2024,Mr_Paul_B,@elonmusk What is not rising is Tesla stock. The nokia of EV.,1764318863255097531,en,0,0,0,0,0
1764944737570545958,Tue Mar 05 09:23:11 +0000 2024,UnifiedSubtext,@elonmusk Every time a train derails we should consider that it might be foreign saboteurs.,1764885292199063590,en,0,0,0,0,0
1764944736492700023,Tue Mar 05 09:23:10 +0000 2024,ChristopheTff,"$TSLA #DelawareCourt81 Shareholders must unite to denounce excessive legal fees that threaten Tesla's mission to accelerate the transition to sustainable energy. With 81% approval of Elon Musk's compensation plan, it's time to stand up for what we stand for! !! #Go4EV #StopICE.",,en,0,0,0,0,0
1764944735331074143,Tue Mar 05 09:23:10 +0000 2024,eoboineung30017,@elonmusk 한대만 쳐도 😉😉.,1764859888209973430,ko,0,0,0,0,0
1764944734231859430,Tue Mar 05 09:23:10 +0000 2024,AdeleJutta84583,@elonmusk @SpaceX @Space_Station Sounds good. 🤩.,1764907514204737731,en,0,0,0,0,0
1764944728158548254,Tue Mar 05 09:23:08 +0000 2024,Kbrody96,@elonmusk @AllBiteNoBark88 That's precisely their aim.,1764885292199063590,en,0,0,0,0,0
1764944726325690435,Tue Mar 05 09:23:08 +0000 2024,rickysekhon,@elonmusk The Daily Mail bruh?.,1764885292199063590,en,0,0,0,0,0
1764944719115882571,Tue Mar 05 09:23:06 +0000 2024,EionMusk_xAI,いや.FC2-PPV-3157505.な.,,ja,0,0,0,0,0
1764944716901286152,Tue Mar 05 09:23:06 +0000 2024,12750Cally,"@jojogotschwifty @ImMeme0 @elonmusk First of all stop saying that these are future voters that only happens if they become American citizens and that will not happen before the 2024 elections . Stop spreading lies. Many have used humanitarian parole , created it in 1952, parole can be granted to someone in the….",1764914813799690386,en,0,0,0,0,0
1764944716586439038,Tue Mar 05 09:23:06 +0000 2024,ZareAnnaliese,@elonmusk is this an opinion poll.,1764885292199063590,en,0,0,0,0,0
1764944715428802637,Tue Mar 05 09:23:05 +0000 2024,DeadGirlzX1,"@MBlayblay165087 @grhdhp @elonmusk Maybe if the democrats would stop playing games and actually make a bill that stops illegals from coming in than those ""idiot Republicans"" might I pass it. Why should we send MORE money to Ukraine? They already lost the war. To be honest t we don't need a bill to stop the flow.",1764897649767891366,en,0,0,0,0,0
1764944714879451537,Tue Mar 05 09:23:05 +0000 2024,Nor_Map,@elonmusk Who still watches 60 Minutes?.,1764864406511567061,en,0,0,0,0,0
1764944714753814864,Tue Mar 05 09:23:05 +0000 2024,MariaTo47844586,"@elonmusk @DrEliDavid @VividProwess @CherylWroteIt @AkaLazarus @AkaLazarus .@elonmusk .@IDF .@netanyahu .@DrEliDavid .@VividProwess .@6TK9Cn1RB4A49B1.Leviticus 24:22 diilhamkan oleh Adonai Elohim untuk ditulis tangan oleh Musa pada kitab Torah, correct?.Yes or no?.My answer is Yes. ✍️🤔🇮🇱👍🙌🙏❤️.Shalom to Israel. Shalom to Zion (Jerusalem) https://t.co/WrE3TVx665.",1764943619859882475,in,0,0,0,0,0
1764944713248092421,Tue Mar 05 09:23:05 +0000 2024,JafarAlRashid,"@elonmusk Tiktok is been tamed, it is no longer useful for free speech.Last place to try is X, don't give it up.",,en,0,0,0,0,0
1764944707732529469,Tue Mar 05 09:23:04 +0000 2024,ReedST81,@elonmusk @JuStHeReToHeLq1 Completely no apathy for the people of this country. And some said this guy had empathy for the common Joe or Jane on the street. Never in mind did that thought ever form!.,1764885292199063590,en,0,0,0,0,0
1764944698769039542,Tue Mar 05 09:23:01 +0000 2024,NYC8043,"@elonmusk Or the Left is just working overtime to preserve democracy after the Right has spent years discrediting the media in order to come up with an alternate reality with their own facts. You’ll get it one day, Elon. Keep working hard kid.",1764885777048080829,en,0,0,0,0,0
1764944695526838461,Tue Mar 05 09:23:01 +0000 2024,MbaEmma05355528,"Elon Musk is a courageous man of God, of Truth, of Love &amp; proudly human &amp; divine. From my personal rating, he stands &amp; works for Truth, Human dignity, freedom &amp; protection effectively much more than some Pope, Bishops, Priests, Pastors, Politicians, Kings &amp; Kingdoms &amp; evil Islam!.",,en,0,1,0,1,1
1764944690783175165,Tue Mar 05 09:23:00 +0000 2024,LangleyDonovan,"@elonmusk UK Parliamentarian Denis Healey used the phrase (of Geoffrey Howe) ""like being savaged by a dead sheep"", which I've always liked.",1764864406511567061,en,0,0,0,0,0
1764944687566028971,Tue Mar 05 09:22:59 +0000 2024,erdalolmez99,Adamım tam bu civarlarda bi de arama çubuğu olmalı bazıları isimle çıkıyor yetersiz taplo bi çok boş alan var @elonmusk. https://t.co/dsaw3kwpup.,,tr,0,0,0,0,0
1764944686261686388,Tue Mar 05 09:22:58 +0000 2024,Swishersolja,@SandPiper559 @elonmusk Funding ngos and giving god tier rights to afghanis will not stop the flow.,1764891734478029196,en,0,0,0,0,0
1764944683002949724,Tue Mar 05 09:22:58 +0000 2024,WisbeyBarbara,Jeff Bezos overtakes Elon Musk as world's richest https://t.co/TmqjIaPaav via @MailOnline.,,en,0,0,0,0,1
1764944679512989769,Tue Mar 05 09:22:57 +0000 2024,GistNest247,"Jeff Bezos becomes the richest man in the world, beating Elon Musk to the top position. Tesla shares fell by 7.2%. Now Musk's fortune is $197.7 billion, Bezos' fortune is $200.3 billion. Bellingham | Marriage | Rip Legend |  Obidients | #Oshimen | Erisco | https://t.co/uFK3hnBlbf.",,en,0,0,0,0,0
1764944658210132358,Tue Mar 05 09:22:52 +0000 2024,BarreirAurora,"@nievesfouz @CordobaMiPasion @lamoscacojondra @1_pedrodeltoro @criticonico @NataliaArana19 @ana91609127 @Dulcineatodomus @SergioAlvarezA4 @z_Anibalf7 @Berta3399642756 @graciagv2 @Carmen_AMartin @pilarmoreno52 @PMajeton @Mazcua @alebeneroso @destino1955mas @bucker125 @BrainstormCarlo @Martina33365320 @violetarnb @Rosemarie0548 @fandelmejor_111 @elisita77320394 @alvarez_tila @fandelmejor684 @Paulina81185733 @Malaga97451918 @CarlitosBraun8 @Maribel45052139 @carmenarpon @ElMentalista11 @sisagusa @Desorial @paquidelrio1 @fandelm49133759 @Isabelvieneotra @getaparo @Anibalfd2 @albaristina @Maribel67927325 @seanmamo_11tw @novomedinilla @MarinoMdcc @vilpetrus @IgnacioIperfe54 @iseguraj @ElCascabelTRECE @elonmusk Buenos días bonita ,feliz Martes 😘 https://t.co/DAs3QjWkHM.",1764944249395503347,es,0,0,0,0,0
1764944650316427427,Tue Mar 05 09:22:50 +0000 2024,quiggers000,@elonmusk Hello ladies &amp; Gentlemen.,1764885292199063590,de,0,0,0,0,0
1764944647430762969,Tue Mar 05 09:22:49 +0000 2024,TamMonsterx,@elonmusk Americans citing the Daily Mail is fucking tragic.,1764885292199063590,en,0,0,0,0,0
1764944644377354340,Tue Mar 05 09:22:48 +0000 2024,hill32080,@elonmusk I think you’ve damaged the brand too much to support that forecast.,1764777475412725919,en,0,0,0,0,0
1764944643467116601,Tue Mar 05 09:22:48 +0000 2024,LaurieL424,@elonmusk They are just mad because viewership is dropping. People see the BS.,1764864406511567061,en,0,0,0,0,0
1764944643165245930,Tue Mar 05 09:22:48 +0000 2024,warcrimeswatch,"@elonmusk kind of the same with the gaza genocide. ever since you went to blow bibi , its not feeling ""FREE"".",1764879594056733091,en,0,0,0,0,0
1764944640191418408,Tue Mar 05 09:22:47 +0000 2024,Bighuey25Huey,@Brian2417275881 @AdamLowisz @elonmusk @pmarca Let them figure their own shit out.,1764547785112564205,en,0,0,0,0,0
1764944639042191779,Tue Mar 05 09:22:47 +0000 2024,Periplopopopopo,"@elonmusk Now, we need someone to rate the fairness of AllSides.",1764885777048080829,en,0,0,0,0,0
1764944634281677225,Tue Mar 05 09:22:46 +0000 2024,LALDAY23,👏👏👏.🤍🚀.,,art,0,0,0,0,0
1764944630033076233,Tue Mar 05 09:22:45 +0000 2024,Jeffmac_12,@elonmusk Republican.,1764852993344536578,fr,0,0,0,0,0
1764944629269401640,Tue Mar 05 09:22:45 +0000 2024,itssugarcotton,"Dogecoin, the meme-inspired cryptocurrency that started as a joke, has become a cultural phenomenon, with support from high-profile figures like Elon Musk and Mark Cuban. Will DOGE continue to defy expectations? #Dogecoin #Crypto.",,en,0,0,1,0,1
1764944627600326963,Tue Mar 05 09:22:44 +0000 2024,HermanSpacex44,@POTUS.@HRHMBNSALMAAN.please pay dividends for UAE profits. to be accumulated to us. we no longer need to hide everything is LIGHT IF ELONMUSK'S HEARTS AND MOVEMENT WITH US are for my saidara brothers in Palestine who are hungry and oppressed. https://t.co/mvvCBqBUdA.,,en,0,1,0,1,1
1764944619937148938,Tue Mar 05 09:22:43 +0000 2024,HungryFatPerson,@elonmusk Even the ai agrees that it has bias and IS racist toward white people 😂 https://t.co/O9LL0HvI7z.,1764857568952766693,en,0,0,0,0,0
1764944618506883495,Tue Mar 05 09:22:42 +0000 2024,s_poobrick,@robbystarbuck @elonmusk @KeithOlbermann @GuntherEagleman Good old Keith. He never fails to disappoint and amuse at the same time. Bless his little twisted soul.,1764735600433758222,en,0,0,0,0,0
1764944617391186119,Tue Mar 05 09:22:42 +0000 2024,Free_ByTheSea,@elonmusk The same is happening here. Sunak purports to want to stamp out division from extremism yet he doesn’t stop the boats. He pretends to run a soothing bath for UK but he WON’T PUT THE PLUG IN! 🤷‍♀️ https://t.co/XADHFUDtry.,1764885292199063590,en,0,1,0,1,1
1764944609858171283,Tue Mar 05 09:22:40 +0000 2024,IntellijG,@elonmusk Since when Fox became woke?.,1764775267887698126,en,0,0,0,0,0
1764944609182925133,Tue Mar 05 09:22:40 +0000 2024,Universpro,@TheChelseaForum @elonmusk They sold.,1764885824619810926,en,0,0,0,0,0
1764944607714869259,Tue Mar 05 09:22:40 +0000 2024,RiquelmeRobert,@elonmusk Lmao 🤣🤣🤣.,1764861422821949656,ht,0,0,0,0,0
1764944607341609201,Tue Mar 05 09:22:40 +0000 2024,ButterflyC32490,@Shunyaa00 @elonmusk 😂 . Like it was yesterday. 🥰🇺🇲.,1764880640296747264,en,0,0,0,0,0
1764944605059969413,Tue Mar 05 09:22:39 +0000 2024,TunaaPink,@pandofn1 @sneako @elonmusk Sei minorenne non puoi guardare i porno.,1764937754041786844,it,0,0,0,0,0
1764944604217192685,Tue Mar 05 09:22:39 +0000 2024,EionMusk_xAI,いや.FC2-PPV-3157505.な.,,ja,0,0,0,0,1
1764944601322754062,Tue Mar 05 09:22:38 +0000 2024,israzkhan101,@elonmusk #ReleaseImranKhan.,1764859888209973430,qme,0,0,0,0,0
1764944599230132493,Tue Mar 05 09:22:38 +0000 2024,GTenshot,"Provide aide &amp; comfort to @RealAlexJones by purchasing products that we all need from:. ✅ https://t.co/HwyZvuccz9.✅ https://t.co/CzVwzljYyZ. @infowars is fighting Soros, the globalists, and the CIA for US 🇺🇸 and all humanity and he needs our help. @infowars @elonmusk @TCNetwork.",,en,0,0,0,0,0
1764944598143512627,Tue Mar 05 09:22:37 +0000 2024,MULABETTING,Thank you Daddy Elon musk. E don drop. This one gon do lot of things for me this period. Giveaway later today. I Dey come. 👊 https://t.co/OWHwKs2u0x.,,en,0,5,7,5,7
1764944597254357009,Tue Mar 05 09:22:37 +0000 2024,nicholegreco,@RenzTom @elonmusk Yep. Their AI may have gone off the rails but it was not by mistake. It was by design. Google purposefully drove the AI down this route to control thought. Dangerous game. Will they be held accountable and pull the plug? Nope. That part’s not funny.,1764865593478468052,en,0,0,0,0,0
1764944592057602541,Tue Mar 05 09:22:36 +0000 2024,ekamsatyam11,@kumar4rindia @elonmusk @RahulGandhi Kya hya ?? no reply https://t.co/ValgvVqd64.,1764942557325504944,tl,0,0,0,0,0
1764944591696933362,Tue Mar 05 09:22:36 +0000 2024,PatrickMcC41665,@elonmusk Jesus this is cringey.,1764861422821949656,en,0,0,0,0,0
1764944579550146634,Tue Mar 05 09:22:33 +0000 2024,Jonsis_bow,@TTEcclesBrown @elonmusk @alx That's actually Mar a Lago.,1764878348977848388,en,0,0,0,0,0
1764944578581270655,Tue Mar 05 09:22:33 +0000 2024,rndmruminations,"@ScottPresler @elonmusk @tpajohn But what if you’re outraged by the left having no other option but Biden, and by the right for pretending Trump is anything close to OK?  Biden is a joke and Trump is the most successful con man in history.",1764886414184141112,en,0,0,0,0,0
1764944577780129838,Tue Mar 05 09:22:33 +0000 2024,RayForSenate24,@elonmusk We already have too much artificial intelligence just within the Democratic Party.,1764857568952766693,en,0,0,0,0,0
1764944571098628116,Tue Mar 05 09:22:31 +0000 2024,Hypocrisy_45,"@elonmusk Pure nonsense. For a guy who prides himself on being able to think, you drop the ball here. The Blaze.Newsmax.Fox News.Fox Business.Alex Jones.National Review.Dinesh D'Souza.Libs of TikTok.Epoch Times.Tucker Carlson.Washington Examiner.Sean Hannity AM Radio.Vastly more outlets.",1764861422821949656,en,0,0,0,0,0
1764944561124597918,Tue Mar 05 09:22:29 +0000 2024,MSNFrance,Jeff Bezos redevient l'homme le plus riche du monde devant Elon Musk.https://t.co/cDXIeX10S8.,,fr,0,0,0,0,0
1764944561112231943,Tue Mar 05 09:22:29 +0000 2024,pv_vallee,"@elonmusk The truth hurts, doesn't it @elonmusk? 🤮🤮🤮🖕🖕🖕.",1764864406511567061,en,0,0,0,0,0
1764944558973194256,Tue Mar 05 09:22:28 +0000 2024,SST3D,@elonmusk They are not importing voters. Absolute BS.,1764885292199063590,en,0,0,0,0,0
1764944558633386493,Tue Mar 05 09:22:28 +0000 2024,JulieRoyston3,@SeanLulofs @elonmusk 🙏🙏🙏💔so very sorry.,1764929541175124291,en,0,0,0,0,0
1764944557949497494,Tue Mar 05 09:22:28 +0000 2024,bellanuaecrua,@elonmusk https://t.co/g1Cvl1vRqZ.,1764864406511567061,qme,0,0,0,0,0
1764944556724740310,Tue Mar 05 09:22:28 +0000 2024,gb9hmhddgd,@elonmusk muppet.,1764852993344536578,en,0,0,0,0,0
1764944553029566779,Tue Mar 05 09:22:27 +0000 2024,HemeJimmy,"@elonmusk @SpaceX @Space_Station I will get a tesla if elon gives me a tesla, sounds like a win win for both of us.",1764907514204737731,en,0,0,0,0,0
1764944547002388740,Tue Mar 05 09:22:25 +0000 2024,Jeffphoto,@elonmusk https://t.co/7NJVlSz0yA.,1764885292199063590,qme,0,0,0,0,0
1764944545693696510,Tue Mar 05 09:22:25 +0000 2024,mimi02653542,@dethviarodehed @ranveerweston @iSeeRacist @elonmusk Why is race coming into play here? Those are vile creatures regardless what skin color they are. All of them deserve death penalty.,1764734470521864579,en,0,0,0,0,0
1764944544141816159,Tue Mar 05 09:22:25 +0000 2024,Bighuey25Huey,@letsgotwitt_er @AdamLowisz @elonmusk @pmarca If You think physical wars actually matter then you don't know shit.,1764654436931035527,en,0,0,0,0,0
1764944541738545459,Tue Mar 05 09:22:24 +0000 2024,AlbeBrux,@elonmusk @krassenstein Still better than Trump.,1764846768573813197,en,0,0,0,0,0
1764944540396302370,Tue Mar 05 09:22:24 +0000 2024,discodamage888,@elonmusk Treason.,1764885292199063590,en,0,0,0,0,0
1764944537124761714,Tue Mar 05 09:22:23 +0000 2024,Paris2Cairo,@chenbfang @elonmusk Something that hasn't been relevant this century.,1764864701090202005,en,0,0,0,0,0
1764944531063996460,Tue Mar 05 09:22:21 +0000 2024,TREEMAY86,@Bubblebathgirl @elonmusk Suppression of free speech by media and Tech companies EQUALS STOLEN ELECTIONS!!.,1764883333937344545,en,0,0,0,0,0
1764944519856783750,Tue Mar 05 09:22:19 +0000 2024,wir3dw0lf,"@elonmusk The daily mail is a sensational unreliable with facts. All you were doing is just trying to say face for the scared, conservative, rich white people.",1764885292199063590,en,0,0,0,0,0
1764944517063495803,Tue Mar 05 09:22:18 +0000 2024,LimeGreen1491,@elonmusk why is it still TWITTER . COM ?   LMFAO !!!!!!!!!!!!!.,1764775267887698126,en,0,0,0,0,0
1764944514400006335,Tue Mar 05 09:22:17 +0000 2024,jhoganltd,"@elonmusk Mind boggling! Clearly, an administration that has no respect for the laws of the land and spending taxpayer dollars to do it! Absolutely unbelievable but at this point not that surprising. I would not put anything past these people! This is nothing less than contempt of the law.",1764885292199063590,en,0,0,0,0,0
1764944514332901621,Tue Mar 05 09:22:17 +0000 2024,radio2go,"@LegendaryXrs @elonmusk US aid to Ukraine stays in the USA, supplying old stuff the US no longer needs and for which there is no secondary market, buying new stuff from American industry, good for jobs, good for the economy, good for a country attacked by a terrorist state.",1764858245771043321,en,0,0,0,0,1
1764944513099874751,Tue Mar 05 09:22:17 +0000 2024,Vani14Vani,@hodgetwins @elonmusk.,1764782267736453613,qam,0,0,0,0,0
1764944511560556753,Tue Mar 05 09:22:17 +0000 2024,NekoYuta_4,@StreamStarMedia @elonmusk We keep moving.,1764871606340333645,en,0,0,0,0,0
1764944508926439533,Tue Mar 05 09:22:16 +0000 2024,silveradolord80,@NAFOndue @elonmusk I do too. Find a different shtick. Nobody is listening to this one anymore. The boy who cried wolf way too much. You are hilarious. https://t.co/LMeXncdUfq.,1764864797034578137,en,0,0,0,0,0
1764944500798247288,Tue Mar 05 09:22:14 +0000 2024,ComicsCactus,@TRHLofficial @elonmusk Thr audi &amp; ford had high survival rates.,1764861758076747778,en,0,0,0,0,0
1764944499585982727,Tue Mar 05 09:22:14 +0000 2024,Blueskyeletron,@elonmusk @SpaceX @Space_Station wow! Amazing🤗🤟👍🤩.,1764907514204737731,en,0,0,0,0,0
1764944497866367308,Tue Mar 05 09:22:14 +0000 2024,OrangeSara1,@vkhosla @elonmusk @OpenAI Wow. Over abundance of greed.,1764005496535838749,en,0,0,0,0,0
1764944495638954007,Tue Mar 05 09:22:13 +0000 2024,RobertM77704496,@ToonDazza @elonmusk what have you done to this app? It’s just culture war central now.,1764765623148585183,en,0,0,0,0,0
1764944494821314997,Tue Mar 05 09:22:13 +0000 2024,EionMusk_xAI,いや.FC2-PPV-3385849.な.,,ja,0,0,0,0,0
1764944494607159579,Tue Mar 05 09:22:13 +0000 2024,shahidabbasraja,@elonmusk All waiting for Trump now.,1764885292199063590,en,0,0,0,0,0
1764944492434489366,Tue Mar 05 09:22:12 +0000 2024,LabLoverDE,@elonmusk obsession with immigration and Biden is the new shiny object on X creating fear and distraction from all of Trump’s lawsuits and hate speech.,,en,0,0,0,0,0
1764944492124106952,Tue Mar 05 09:22:12 +0000 2024,WildVaseline,Elon Musk's and Ivo Bobul's son.,,en,0,0,1,0,1
1764944490866081802,Tue Mar 05 09:22:12 +0000 2024,P_DiddyBarkio,"@goldseek @elonmusk @leadlagreport He blocked me for no good reason that I could see. He was notorious for it. I'm actually quite glad to learn Musk instituted that workaround, since he couldn't outright remove the feature. I've got a big smile on my face right now. 😁.",1764941791248200113,en,0,0,0,0,0
1764944487996928475,Tue Mar 05 09:22:11 +0000 2024,LALDAY23,@Space_Station @SpaceX @Commercial_Crew Parabéns! 🤍🚀.,1764932391754440986,pt,0,0,0,0,0
1764944485597778228,Tue Mar 05 09:22:11 +0000 2024,SiyaMendez,@elonmusk Perfect car for cheating man??.,1764859888209973430,en,0,0,0,0,0
1764944474394730618,Tue Mar 05 09:22:08 +0000 2024,chucky_365,@elonmusk You can add Netflix to the top there as well. .,1764775267887698126,en,0,0,0,0,0
1764944470221492694,Tue Mar 05 09:22:07 +0000 2024,NPCsWearMask,@elonmusk I just hope it happens in New York or Cali.,1764885292199063590,en,0,0,0,0,0
1764944460742304002,Tue Mar 05 09:22:05 +0000 2024,ElonMusk1967100,"@rosebud25681480 Und Vollpfosten wie dich interessiert die Zukunft unserer Kinder und Enkel einen Dreck. Schon echt absurd das du überhaupt über diese Generation redest, die für unsere Zukunft alles getan hat und sich eingeschränkt hat.",1688105715959738368,de,0,0,0,0,0
1764944460171907263,Tue Mar 05 09:22:05 +0000 2024,GinesManwood,"@elonmusk @stillgray If you don't agree with your Supreme Court's decisions, change your laws. “There is no nation so powerful, as the one that obeys its laws not from principles of fear or reason, but from passion.” ― Montesquieu.",1764909697465815302,en,0,0,0,0,0
1764944459098149309,Tue Mar 05 09:22:04 +0000 2024,DDoodley369,@elonmusk https://t.co/pKy7jQ2pwu.,1764943557930983506,qme,0,0,0,0,0
1764944454325027164,Tue Mar 05 09:22:03 +0000 2024,RealNsik_Bon,@THORmaximalist @sneako @elonmusk Your mutuals can retweet or like. That brings them to your timeline without you having a hand in it.,1764595335282749912,en,0,0,0,0,0
1764944453175853331,Tue Mar 05 09:22:03 +0000 2024,Lugal_zage_si,@elonmusk @cb_doge Maybe thats just my opinion though but I consider myself to be a power user I use AI in my work at least .10-50 times a day and I am very experienced in prompting and I even got bard to fully code an evolutionary neural network and guess what it did it and even fixed error &amp; bugs.,1764940668223308206,en,0,0,0,0,0
1764944441486315716,Tue Mar 05 09:22:00 +0000 2024,ZULFI9011,@elonmusk 紀ノ国屋のスイーツバッグは、素敵なギフトの選択肢ですね！.,1764868593861136699,ja,0,0,0,0,0
1764944440324436193,Tue Mar 05 09:22:00 +0000 2024,Gromlevilain1,@mussomichele13 @Yinfeng09 @EmmanuelMacron @ericlanzarone @andrebercoff @afpfr @AAVIC_TEAM @Amelie_Paul @v_joron @BAM_PRESS @elonmusk @realDonaldTrump @VlaPoutine Prouve que c’est le vaccin montre la conclusion.,1764935256212115537,fr,0,0,0,0,0
1764944432791507014,Tue Mar 05 09:21:58 +0000 2024,lazy_jonas,@elonmusk Thanks @elonmusk! You got our support.,1764861422821949656,en,0,0,0,0,0
1764944425271300500,Tue Mar 05 09:21:56 +0000 2024,aryaramadani_,@elonmusk 👌🏻👌🏻.,1764775267887698126,qme,0,0,0,0,0
1764944425233367201,Tue Mar 05 09:21:56 +0000 2024,Fastbsy,@noble_x_x_ @elonmusk Elon knows this too but he has to play by the rules a little bit. He doesnt want advertisers to completely leave the platform. he doesnt want the app to get off of the play store. he has to act like he sucks up to them so his platform can stay and spread the JQ.,1764876646509625448,en,0,0,0,0,0
1764944423383949430,Tue Mar 05 09:21:56 +0000 2024,e_h_Riyaz,"@elonmusk would you please provide me a scolarship to do my bachelor's abroad in italy, I can not afford a loan and its intrest. Please. .",,en,0,0,0,0,0
1764944420850352535,Tue Mar 05 09:21:55 +0000 2024,Maximillia746,"@Ayobamidalee @dipoaina1 These names here are American billionaires. Even when you check it in Forbes that's the country they identify with, not Israel. If we're to follow your pattern,  it means Elon Musk is South African but he identifies with USA. It means TD Jakes is from Imo state.",1764779045114233111,en,0,0,0,0,0
